stationNumber,x,y,z
274,-2.67775336469,-17.7508577717,1.4593598553890998
275,-1.17496549281,-17.751816853799998,1.4598704512311
276,0.317104550821,-20.3651214611,1.4488972797183002
277,2.57382831134,-19.067939746100002,1.4512990725001
278,4.07265148825,-19.070915981499997,1.4500502464843001
279,1.8174075936,-20.3601898179,1.448412361855
280,-1.93773138818,-21.6562929454,1.4439344671775
281,-1.18554840469,-20.354085315,1.4487704551435
282,-3.45810952666,-21.7149437946,1.4437721785452
283,-4.92946108583,-19.045194165799998,1.4554235307417
284,-2.6860819124,-20.3522098068,1.4485216447978
285,5.5720196917100004,-19.0754770662,1.446294434531
286,4.81952619455,-20.373450151,1.4428999860121001
287,3.31414312901,-20.3810575285,1.445544195878
